id,fire_name,county_id,county_name,location,latitude,longitude,minimum_temp,maximum_temp,average_temp,wind_speed,air_pressure,precipitation
866,Volcan Fire,37,San Diego,"Volcan Road and Farmer Road, north of the community of Julian",33.12213,-116.58758999999999,10.0,34.0,25.0,15.0,1009.0,0.0
867,Dark Fire,4,Butte,"south of Rich Gulch, near Lake Oroville",39.66492,-121.51772,18.0,35.0,30.0,8.0,1018.0,0.0
868,Cornerstone Fire,20,Madera,"Cornerstone Court, Yosemite Lakes",37.198170000000005,-119.80413999999999,16.0,34.0,29.0,6.0,1017.0,0.0
869,Grande Fire,33,Riverside,"Vuelta Grande Rd and Carancho Rd, Community of De Luz",33.47413,-117.31468000000001,16.0,32.0,26.0,1.0,1012.0,0.0
870,Bear Fire ,44,Santa Cruz,"off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz",37.12857,-122.12036,14.0,24.0,19.0,5.0,1018.0,0.0
871,Green Hill Fire,12,Humboldt,off Highway 299 in the area of Green Hill,40.888785,-124.00184899999999,10.0,19.0,15.0,7.0,1025.0,0.0
872,Powellton Fire,4,Butte,"Upper Powellton Rd and Skyway, north of Stirling City",39.93427,-121.54103,9.0,24.0,18.0,12.0,1024.0,0.0
873,Keller Fire,33,Riverside,off Scenic View Drive and Keller Road,33.627006,-117.17173100000001,23.0,31.0,28.0,3.0,1014.0,0.0
874,Syar Fire,28,Napa,Napa Vallejo Highway and Syar Industrial Way,38.272290000000005,-122.26388999999999,18.0,35.0,29.0,5.0,1014.0,0.0
875,Lott Fire,47,Siskiyou,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",41.632373,-122.37985,17.0,35.0,30.0,1.0,1017.0,0.0
876,Building Fire,37,San Diego,off Highway 94 and Community Building Road near Dulzura,32.619855,-116.764733,25.0,39.0,36.0,4.0,1013.0,0.0
877,Llano Fire,4,Butte,"at the Llano Seco Ranch, south of Chico",39.6139,-121.954098,19.0,37.0,32.0,7.0,1014.0,0.0
878,Ranchita Fire,27,Monterey,"Ranchita Canyon Road, southwest of the town of Parkfield",35.77017,-120.57833000000001,16.0,30.0,26.0,1.0,1016.0,0.0
879,Pallet Fire,49,Sonoma,"Hwy 12 and Broadway, Schellville ",38.245151,-122.44408,10.0,25.0,21.0,7.0,1012.0,0.0
880,Jardin Fire,33,Riverside,"Calle Jardin  and Calle Uva, Temecula",33.450140000000005,-117.22215,15.0,27.0,23.0,1.0,1013.0,0.0
881,70th Fire,33,Riverside,"Highway 86 Expressway and Avenue 70, Thermal",33.53924,-116.10231,14.0,35.0,30.0,11.0,1011.0,0.0
882,Honey Flooding,4,Butte,"Lower Skyway and Lower Honey Run, Between Chico and Paradise ",39.71217,-121.77385,8.0,12.0,10.0,18.0,1000.0,9.6
883,Easy Fire,56,Ventura,"West Easy Street and West Los Angeles Avenue, Simi Valley",34.282179,-118.803389,8.0,15.0,12.0,10.0,1016.0,0.0
884,Rawson Fire,52,Tehama,"Gyle Road and Long Dirt Road, Northwest of Corning",40.001709999999996,-122.25421000000001,8.0,20.0,15.0,37.0,1015.0,0.0
885,Hill Fire ,33,Riverside,"Granite Hill and Pyrite Street, in Jurupa Valley ",34.01778,-117.4625,12.0,19.0,15.0,7.0,1018.0,0.0
886,Cross Fire,"27,40",Monterey,Indian Valley Road and Monterey County Line near Camp Robert's,35.790690000000005,-120.73102,11.0,24.0,18.0,3.0,1011.0,0.0
887,Mud Fire ,10,Fresno,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",36.319291,-120.46018899999999,8.0,20.0,15.0,13.0,1015.0,0.0
888,Wolf Fire,33,Riverside,"Wolfskill Truck Road near Silver Creek Drive, south of Banning",33.8615,-116.897333,11.0,24.0,19.0,4.0,1010.0,0.0
889,Merrill Fire,7,Contra Costa,"Merrill Circle N and Merrill Dr, Moraga",37.828267,-122.103867,14.0,24.0,19.0,9.0,1013.0,0.0
890,Rains Fire,50,Stanislaus,"Frank Raines Park on Del Puerto Canyon Road, west of Patterson",37.420988,-121.371276,18.0,39.0,33.0,5.0,1013.0,0.0
891,Whiskey Fire,5,Calaveras,near the Whiskey Creek Day Use area of New Hogan Lake,38.115224,-120.78068,13.0,36.0,31.0,6.0,1013.0,0.0
892,La Barisa Fire,36,San Bernardino,Off La Barisa Dr & Hwy 247 in Landers,34.202883,-116.4449,27.0,39.0,35.0,7.0,1011.0,0.0
893,Chaparral Fire,9,El Dorado,Chaparral Drive and Latrobe Road in Latrobe,38.538467,-120.96510500000001,6.0,18.0,13.0,6.0,1011.0,0.1
894,Mid Fire,1,Alameda,"patterson pass and mid way, eastern",37.093243,-121.586846,14.0,31.0,26.0,5.0,1014.0,0.0
895,Kincade Fire,49,Sonoma,"John Kincade Road and Burned Mountain Road, northeast of Geyserville",38.792458,-122.78005300000001,14.0,32.0,25.0,6.0,1017.0,0.0
896,Tucker Fire,25,Modoc,"Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir",41.79591,-121.260305,9.0,32.0,26.0,8.0,1021.0,0.0
897,Taboose Fire,14,Inyo,south west of Big Pine and north west of Aberdeen,37.034,-118.345,9.0,19.0,15.0,4.0,1017.0,0.0
898,Maria Fire ,56,Ventura,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",34.302212,-118.997115,9.0,25.0,16.0,21.0,1023.0,0.0
899,Red Bank Fire,52,Tehama,"Off Hammer Loop Road and Petty John Road, West of Red Bluff ",40.12,-122.64,18.0,36.0,30.0,11.0,1014.0,0.4
900,Saddle Ridge Fire,19,Los Angeles,"Saddle Ridge Rd, Sylmar",34.329879999999996,-118.48161,13.0,23.0,20.0,6.0,1011.0,0.0
901,R-1 Fire,18,Lassen,"Hagata Canyon, east of Eagle Lake",40.593,-120.581,14.0,32.0,25.0,4.0,1012.0,0.0
902,Cave Fire (No Longer a CAL FIRE Incident),42,Santa Barbara,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,34.5025,-119.785,9.0,22.0,16.0,7.0,1015.0,0.0
903,Long Valley Fire ,18,Lassen,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",39.892222,-120.02972199999999,11.0,30.0,24.0,3.0,1012.0,0.0
904,Tenaja,33,Riverside,"Tenaja Road and Clinton Keith Road, in La Cresta",33.528469,-117.27315700000001,21.0,34.0,30.0,2.0,1010.0,0.0
905,McMillan Fire,40,San Luis Obispo,"Highway 46 East and McMillan Canyon Road, North of Shandon",35.66318,-120.41128,17.0,32.0,28.0,5.0,1014.0,0.0
906,Border 8 Fire,62,Mexico,"City of Tecate, southeast of San Diego ",32.573437,-116.65873500000001,21.0,32.0,28.0,2.0,1011.0,0.0
907,West Butte Fire,51,Sutter,"North Butte Rd & West Butte Rd, northeast of Colusa",39.28926,-121.85906000000001,15.0,28.0,24.0,23.0,1018.0,0.0
908,Boulder Fire,40,San Luis Obispo,"off Highway 58 and Boulder Creek Road, California Valley",35.343761,-119.91371699999999,24.0,34.0,31.0,3.0,1013.0,0.0
909,W1 McDonald Fire,18,Lassen,"Cold Springs Rd and McDonald Peak, 11 miles southeast of Madeline",40.943799,-120.27529799999999,9.0,27.0,23.0,4.0,1013.0,0.0
910,Gillis Fire,40,San Luis Obispo,Gillis Canyon and South East of Shandon,35.63111111,-120.26916670000001,12.0,27.0,22.0,6.0,1015.0,0.0
911,Belmont Fire,40,San Luis Obispo,"Belmont & Costa Mesa Rd, In California Valley",35.307590000000005,-119.96498000000001,13.0,23.0,20.0,4.0,1013.0,0.0
912,Marsh Complex,7,Contra Costa,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",37.908362,-121.872941,18.0,34.0,28.0,10.0,1015.0,0.0
913,Getty Fire ,19,Los Angeles,East Sepulveda Blvd and I-405 near Los Angeles City ,34.098191,-118.47871699999999,17.0,26.0,21.0,6.0,1015.0,0.0
914,Burris Fire,23,Mendocino,"Potter Valley Road and  Highway 20, east of Calpella in Mendocino County",39.224309999999996,-123.12886999999999,4.0,20.0,13.0,5.0,1010.0,0.0
915,Jerry Fire,33,Riverside,"off Gilman Springs Road, between Highway 60 and Jack Rabbit Trail",33.919507,-117.103765,14.0,21.0,18.0,6.0,1009.0,0.0
916,Caliente Fire,37,San Diego,"Off Airway Road and Caliente Ave, in San Ysidro ",32.575556,-117.02666699999999,20.0,28.0,25.0,6.0,1014.0,0.0
917,Real Fire,42,Santa Barbara,Calle Real & Hwy 101 west of El Capitan ,34.484722,-120.19083300000001,10.0,23.0,18.0,14.0,1011.0,0.0
918,Reche Fire,33,Riverside,"Reche Canyon Rd and Jordan Dr, Moreno Valley",33.975405,-117.20706799999999,12.0,25.0,20.0,4.0,1011.0,0.0
919,46 Fire,33,Riverside,"5300 block of 46th Street, East Jurupa Valley ",33.985972,-117.414111,13.0,25.0,20.0,9.0,1024.0,0.0
920,Hwy Fire,4,Butte,"Off of Hwy 99 and Hwy 149, Southeast of Chico",39.622137,-121.693472,11.0,20.0,16.0,7.0,1007.0,0.0
921,Hollow Fire,39,San Joaquin,"West Corral Hollow Road, Carnegie State Vehicular Recreational Area, southwest of Tracy",37.632059999999996,-121.53838200000001,15.0,28.0,24.0,11.0,1013.0,0.0
922,Rams Horn Fire,53,Trinity,"Highway 3 and Bear Creek Loop, Northeast of Coffee Creek",41.150392,-122.63410800000001,13.0,28.0,23.0,4.0,1018.0,0.0
923,Snail Fire,56,Ventura,3 miles northwest of Reyes Creek,34.71011,-119.3547,19.0,29.0,26.0,7.0,1012.0,0.0
924,Snowstorm Fire,18,Lassen,"Snowstorm Rd, south of Ravendale",40.679318,-120.39276799999999,10.0,27.0,23.0,6.0,1016.0,0.0
925,R-6 Fire,18,Lassen,"North of Fredonyer Peak, southwest of Termo",44.733999999999995,-120.60600000000001,13.0,26.0,21.0,6.0,1017.0,0.2
926,Citrus Fire,54,Tulare,"Off Rd 256 & Ave 220, east of Strathmore",36.18479,-118.99229,17.0,29.0,25.0,7.0,1010.0,0.7
927,Sycamore Fire,33,Riverside,"Kangaroo Court and River Ridge Drive, Riverside ",33.9369,-117.3063,24.0,32.0,29.0,1.0,1014.0,0.0
928,Henthorne Fire,53,Trinity,"Yolla Bolly Middle Eel Wilderness near Henthorne Lake, North of Covelo",40.062304,-123.222196,14.0,32.0,25.0,4.0,1014.0,0.5
929,Kidder 2 Fire,47,Siskiyou,"Marble Mountain Wilderness and Kidder Creek, Northwest of Etna",41.492974200000006,-123.2129356,0.0,26.0,16.0,1.0,1019.0,0.0
930,Moose Fire,23,Mendocino,Off Moose Rd & Bus McGall Rd northwest of Hopland,39.005262,-123.195306,10.0,32.0,26.0,5.0,1016.0,0.0
931,Lopez Fire,40,San Luis Obispo,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",35.214364,-120.45588300000001,15.0,27.0,22.0,5.0,1013.0,0.0
983,Yucca Fire,33,Riverside,Highway 371 cross of Yucca Road,33.4506,-116.857817,16.0,28.0,25.0,2.0,1007.0,0.0
932,Wolf Fire ,33,Riverside,"Off of Lamb Canyon Road and California Avenue, Southeast of Beaumont",33.911,-116.980528,16.0,28.0,25.0,4.0,1013.0,0.0
933,Madera Fire ,20,Madera,"Off Road 33 and Highway 145, Bonadelle",37.016944,-119.93416699999999,18.0,40.0,33.0,21.0,1016.0,0.0
934,Merced Fire ,24,Merced,"Off of Merced Fall Road and La Grange Road, East of Snelling",37.312877,-120.242411,13.0,33.0,27.0,14.0,1017.0,0.0
935,Malech Fire,43,Santa Clara,"Malech Rd & Bailey Rd, South San Jose",37.21638,-121.70768000000001,16.0,34.0,28.0,4.0,1015.0,0.0
936,Lumgrey Fire,47,Siskiyou,"off Highway 96 and Lumgrey Road, West of Gottsville",39.28926,-121.85906000000001,17.0,40.0,31.0,8.0,1009.0,0.0
937,Milton Fire ,50,Stanislaus,"Off of Milton Road and Highway 4, North of Oakdale ",37.944751000000004,-120.84371999999999,17.0,38.0,31.0,10.0,1016.0,0.0
938,Hillside Fire,36,San Bernardino,"off of W 59th and Hill Dr, in San Bernardino National Forest",34.183,-117.285,6.0,20.0,15.0,12.0,1025.0,0.0
939,Cypress Complex,7,Contra Costa,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",37.99136,-121.64118,13.0,22.0,18.0,12.0,1008.0,0.0
940,Olivas Fire,56,Ventura,"Olivas Park Drive, near the Buenaventura Golf Course",34.23955,-119.20187,18.0,26.0,23.0,18.0,1015.0,0.0
941,McMurray Fire,42,Santa Barbara,"McMurray Rd and Hwy 101, north of Buellton",34.630919,-120.18736799999999,14.0,27.0,22.0,13.0,1013.0,0.0
942,Doyle Fire,18,Lassen,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",40.072739,-120.158273,11.0,27.0,23.0,5.0,1014.0,0.0
943,Sargent Fire,27,Monterey,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",35.95191,-120.8092,12.0,26.0,22.0,3.0,1016.0,0.0
944,Vulcan Fire,15,Kern,Off Highway 166 at Wind Wolves Preserve,35.03855,-119.19453999999999,14.0,24.0,22.0,2.0,1015.0,0.0
945,Bautista Fire,33,Riverside,"Bautista Road and Tripp Flats, West of Lake Hemet",33.635,-116.801111,20.0,31.0,28.0,3.0,1012.0,0.0
946,Cottage Fire,45,Shasta,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",40.484328999999995,-122.159393,24.0,40.0,35.0,7.0,1018.0,0.0
947,Spruce Fire,54,Tulare,"Off Spruce Rd & Myer Dr, east of Exeter",36.28001,-119.10973999999999,18.0,29.0,25.0,6.0,1011.0,0.0
948,Sky Fire ,7,Contra Costa,"Commings Skyway and I-80, south of Crockett",38.03545,-122.2241,13.0,20.0,17.0,3.0,1008.0,0.0
949,Dyer Fire,31,Placer,"Watt Ave & Dyer Road, northeast of Rio Linda",38.738170000000004,-121.39419,14.0,27.0,23.0,12.0,1012.0,0.0
950,Glencove Fire ,48,Solano,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",38.07205,-122.22463,13.0,20.0,17.0,3.0,1008.0,0.0
951,South Fire ,56,Ventura,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,34.366111,-118.96,15.0,33.0,27.0,1.0,1013.0,0.0
952,Shady Fire,33,Riverside,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",33.650237,-116.17253400000001,9.0,26.0,23.0,16.0,1013.0,0.0
953,Goose 2 Fire,25,Modoc,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",41.909,-120.306,9.0,25.0,21.0,9.0,1014.0,0.0
954,Weisgarber Fire,37,San Diego,"one mile west of the DeLuz gate, Camp Pendleton",33.396840000000005,-117.29665,16.0,21.0,20.0,3.0,1013.0,0.0
955,Bitter Fire ,40,San Luis Obispo,Bitterwater Road East of Paso Robles,35.57376,-120.11738000000001,22.0,32.0,29.0,2.0,1015.0,0.0
956,Woody Fire,15,Kern,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",35.65189,-118.92545,14.0,23.0,19.0,4.0,1011.0,0.0
957,Meadow Fire (Not a CAL FIRE incident),25,Modoc,"County Road 48 and Highway 395, northeast of Alturas",41.43783,-120.23976,9.0,29.0,25.0,6.0,1017.0,0.0
958,Kennedy Fire,33,Riverside,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",33.900994,-117.170588,18.0,32.0,27.0,1.0,1011.0,0.0
959,Sawday Fire ,37,San Diego,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",33.055124,-116.742508,17.0,30.0,25.0,19.0,1018.0,0.0
960,Orange fire,33,Riverside,27000 block of Orange Avenue in Nuevo,33.812837200000004,-117.1228851,22.0,35.0,31.0,1.0,1009.0,0.0
961,Toro Fire ,33,Riverside,"26000 Block El Toro Road, North of Lake Elsinore",33.740219,-117.33372800000001,22.0,35.0,31.0,1.0,1012.0,0.0
962,Trinity Fire,45,Shasta,"Trinity Alps Vista Road and Bland Road, southwest of Ono",40.41404,-122.66779,11.0,26.0,23.0,6.0,1012.0,0.0
963,Timm Fire ,48,Solano,"Off of Timm Road and Allendale Road, South of Winters ",38.455,-121.969167,18.0,41.0,32.0,9.0,1015.0,0.0
964,Nelson Fire ,4,Butte,Between Durham and Richvale,39.551423,-121.80053799999999,16.0,32.0,25.0,12.0,1020.0,0.0
965,Ivy Fire,33,Riverside,near Northbound Intestate 15 and Temescal Canyon,33.77777348,-117.487578,25.0,33.0,30.0,5.0,1014.0,0.0
966,Levee Fire,58,Yuba,"Highway 20 & E 22nd Street, in Marysville",39.15641,-121.56363,15.0,30.0,25.0,11.0,1018.0,0.0
967,Corning Fire ,52,Tehama,"Inghram Road, South Corning",39.847708000000004,-122.1604,11.0,23.0,17.0,12.0,1013.0,0.0
968,Jolon Fire,27,Monterey,"Jolon Road and New Pleyto Road, Lockwood",35.906482000000004,-120.99291399999998,18.0,35.0,29.0,4.0,1013.0,0.0
969,Sugar Fire,31,Placer,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",39.115359999999995,-120.76088,9.0,26.0,20.0,12.0,1009.0,0.0
970,Cabrillo Fire,41,San Mateo,"Highway 1 and Gazos Creek Rd, south of Pescadero",37.166674,-122.361112,20.0,32.0,27.0,5.0,1013.0,0.0
971,Forbestown Fire,4,Butte,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",39.470333000000004,-121.412333,15.0,32.0,26.0,8.0,1017.0,0.0
972,Forest Fire,7,Contra Costa,"Alhambra Ave and Alhambra Hills Dr, Martinez in Contra Costa County",37.97911,-122.11092,13.0,22.0,18.0,7.0,1008.0,0.0
973,Prairie Fire ,34,Sacramento,off White Rock Road and Prairie City Road ,38.622058,-121.11409499999999,16.0,37.0,30.0,9.0,1017.0,0.0
974,Ink Fire,28,Napa,"Pope Valley Rd, northeast of Calistoga",38.63047,-122.47282,12.0,29.0,24.0,11.0,1017.0,0.0
975,Aborn Fire,43,Santa Clara,"Off Aborn Road and Murillo Avenue, East San Jose ",37.32555556,-121.76444440000002,18.0,31.0,27.0,3.0,1016.0,0.0
976,Lower Fire,45,Shasta,Gas Point Rd & Lower Gas Point Rd in Igo,40.46968,-122.54364,15.0,37.0,31.0,7.0,1018.0,0.0
977,Diversion Fire,33,Riverside,"Near the Intersection of Highway 95 and 2nd Avenue, in Blythe",33.69078,-114.57265,23.0,35.0,32.0,20.0,1008.0,0.0
978,Flood Fire ,39,San Joaquin,"near Flood Rd and N. Waverly Road, Southwest of Rancho Calaveras",38.017138,-120.945044,17.0,34.0,28.0,4.0,1014.0,0.1
979,Ardo Fire,27,Monterey,near San Ardo,35.97059,-120.88241000000001,17.0,29.0,26.0,3.0,1014.0,0.0
980,Palisades Fire,19,Los Angeles,"North Palisades Dr., Pacific Palisades",34.055768,-118.55409099999999,21.0,30.0,27.0,14.0,1015.0,0.0
981,Plains Fire,45,Shasta,Millville Plains Road and Sprig Road in Millville,40.4988,-122.19911,9.0,22.0,17.0,26.0,1023.0,0.0
982,Calaveras Fire ,43,Santa Clara,Calaveras Road and Weller Road East of Milpitas,37.44422,-121.84082,22.0,39.0,33.0,3.0,1016.0,0.0
984,Heavy Range Fire,57,Yolo,"Hammonton Smartsville Rd. and Kendal Rd, Beale Air Force Base",39.171091,-121.423281,15.0,29.0,24.0,12.0,1014.0,0.1
985,Yokohl Fire,54,Tulare,off of Yokohl Drive in Tulare County ,36.23012,-118.85712,17.0,29.0,25.0,7.0,1012.0,0.0
986,Bitter Fire,40,San Luis Obispo,Highway 46 and Bitterwater Rd,35.709176,-120.31285600000001,11.0,27.0,20.0,5.0,1015.0,0.0
987,Point Fire ,43,Santa Clara,Highway 152 and Dinosaur Point Rd ,37.066483000000005,-121.219163,13.0,33.0,25.0,5.0,1016.0,0.0
988,Glass Fire,17,Lake,"Highway 29 and DNA Ridge Rock, Southwest of Clear Lake.",38.910498,-122.642572,15.0,34.0,28.0,6.0,1012.0,0.0
989,Watt Fire,31,Placer,Watt Ave near Baseline Road ,38.752629999999996,-121.39258999999998,12.0,25.0,21.0,12.0,1014.0,0.0
990,Border 10 Fire,"62,37",Mexico,Mexico / California International border in the area east of the Otay port of entry.,32.557546,-116.87395500000001,24.0,31.0,29.0,4.0,1014.0,0.0
991,Bikeway Fire,1,Alameda,"Christensen Road, Near Bethany Reservoir ",37.469,-121.3697,17.0,39.0,32.0,5.0,1014.0,0.0
992,Fellow Fire,7,Contra Costa, Franklin Canyon Rd. ,37.99837,-122.16201000000001,15.0,30.0,25.0,11.0,1014.0,0.0
993,Preston Fire,55,Tuolumne,"10,000 Block Preston Lane, Jamestown",37.949746999999995,-120.42005800000001,15.0,31.0,25.0,7.0,1014.0,0.3
994,Radio Fire,33,Riverside,David Mountain Radio Road at David Mountain Road in Beaumont,33.909791999999996,-117.004667,18.0,29.0,26.0,3.0,1012.0,0.0
995,Golf Fire,17,Lake,"Soda Bay Road and Golf Drive, northwest of Clearlake",38.99174,-122.7751,10.0,31.0,23.0,9.0,1014.0,0.0
996,Gibbel Fire ,33,Riverside,Off of Girard Street and Quiet Hills Drive ,33.69055556,-116.95388899999999,14.0,35.0,29.0,1.0,1014.0,0.0
997,Sobrante Fire ,33,Riverside,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",33.849906,-117.46136299999999,15.0,27.0,22.0,5.0,1020.0,0.0
998,Warren Fire,33,Riverside,Warren Rd & Old Mine Rd in Hemet,33.703546,-117.033598,7.0,21.0,17.0,7.0,1011.0,0.0
999,Carroll Fire,1,Alameda,eastbound 580 and North Flynn Road,37.718636,-121.65701100000001,21.0,34.0,29.0,7.0,1014.0,0.0
1000,Del Fire,50,Stanislaus,Del Puerto Canyon Road east of Frank Raines Park west of Patterson,37.429505999999996,-121.33646499999999,8.0,29.0,20.0,6.0,1015.0,0.0
1001,Foster Fire ,35,San Benito,"off of Grass Valley Road and Cienega Road, in Hollister",36.732865999999994,-121.39478000000001,13.0,33.0,26.0,2.0,1012.0,0.0
1002,Greenstone Fire ,9,El Dorado,Off of Greenstone Road and Buck Mountain Road ,38.703889000000004,-120.890556,20.0,38.0,33.0,8.0,1016.0,0.0
1003,Duzel Fire,47,Siskiyou,"Near Duzel Rock Lookout, northeast of Etna",41.512917,-122.740333,11.0,26.0,20.0,2.0,1018.0,0.0
1004,Telephone Fire,36,San Bernardino,"Old Dump Road, south of Summit Valley Road, Hesperia",34.353667,-117.343833,23.0,34.0,30.0,10.0,1013.0,0.0
1005,Pauma Fire,37,San Diego,Highway 76 and Pauma Valley Road ,33.30267,-116.97771999999999,19.0,34.0,29.0,3.0,1015.0,0.0
1006,Carson Fire,9,El Dorado,"Northeast of Placerville in the community of Camino, off of Shadow Ridge Road",38.757636,-120.75663999999999,17.0,32.0,27.0,8.0,1014.0,0.0
1007,Mayberry Fire ,4,Butte,"Off Craig Access Road, Near Lake Oroville ",39.32889,-121.23431000000001,12.0,31.0,26.0,9.0,1018.0,0.0
1008,Beaumont Fire,36,San Bernardino,Beaumont and San Timorese Canyon,34.033117,-117.21545,13.0,30.0,24.0,6.0,1015.0,0.0
1009,Dales Fire,52,Tehama,Highway 36E east of Dales Station and Manton Road,40.314187,-122.07005500000001,14.0,32.0,24.0,6.0,1019.0,0.0
1010,Fairmont Fire,37,San Diego,"Off Fairmont Avenue and Aldine Drive, Northwest of Talmadge",32.762706,-117.09744099999999,17.0,26.0,23.0,9.0,1014.0,0.0
1011,Inghram Fire,52,Tehama,"Inghram Road, South Corning",39.847708000000004,-122.160416,11.0,23.0,17.0,12.0,1013.0,0.0
1012,Electra Fire,3,Amador,"Electra Road and Highway 49, east of Jackson",38.332083000000004,-120.67131,20.0,35.0,29.0,7.0,1013.0,0.0
1013,IronGate Fire,47,Siskiyou,"Deer Run Road, east of Iron Gate Reservoir",41.946220000000004,-122.40156999999999,13.0,28.0,23.0,5.0,1014.0,0.0
1014,Cana Fire,4,Butte,"Off Hamilton Nord Cana Hwy & Cana Hwy, northeast of Chico",39.83958,-121.95700000000001,9.0,20.0,16.0,11.0,1009.0,0.7
1015,Springs Fire,56,Ventura,"Southbound Highway 101 at Camarillo Springs Road, Camarillo",34.4565,-119.0836,11.0,20.0,17.0,9.0,1019.0,0.0
1016,Pfeiffer Fire,27,Monterey,Pfeiffer Ridge Road and Highway 1 near Big Sur,36.2172,-121.2392,8.0,23.0,15.0,10.0,1022.0,0.0
1017,Jurupa Fire,33,Riverside,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",33.7437,-115.9938,8.0,20.0,15.0,12.0,1026.0,0.0
1018,Becks Fire,17,Lake,"North of Highway 29, southeast of Kelseyville",39.0996,-122.7532,2.0,13.0,8.0,9.0,1020.0,0.0
1019,Daves Fire,11,Glenn,15 miles northwest of Elk Creek off County Road 306,39.5982,-122.39200000000001,12.0,30.0,24.0,11.0,1015.0,0.0
1020,Tassajara Fire,27,Monterey,"Tassajara Hot Springs, near the Zen Center",36.2172,-121.2392,12.0,31.0,24.0,9.0,1017.0,0.0
1021,Highland Fire,1,Alameda,"Highland Road, Livermore",37.6469,-121.8889,11.0,25.0,20.0,16.0,1015.0,0.0
1022,Neal Fire,4,Butte,"Neal Road, southwest of Paradise",39.6669,-121.6007,4.0,18.0,14.0,14.0,1017.0,0.0
1023,Bee Fire,19,Los Angeles,San Francisquito Canyon Rd & Stator Ln,34.3207,-118.2248,16.0,26.0,23.0,4.0,1013.0,0.0
1024,Butte Fire,10,Fresno,Butte Ave near Conejo Ave near the community of Helm.,36.7582,-119.6493,4.0,22.0,17.0,12.0,1016.0,0.0
1025,Tehama Fire,52,Tehama,East of Molinos,40.1256,-122.2341,14.0,31.0,24.0,4.0,1008.0,0.0
1026,Cedar Fire,4,Butte,"Off Cedar Creek Loop Rd, South of Butte Meadows",39.6669,-121.6007,8.0,26.0,21.0,24.0,1019.0,0.0
1027,Happy Camp Fire,56,Ventura, off Happy Camp Canyon Rd near Moorpark,34.4565,-119.0836,4.0,9.0,7.0,18.0,1027.0,0.0
1028,Valley Fire,37,San Diego,off I-8 & Los Coches Rd near Lakeside,33.0341,-116.7353,12.0,21.0,18.0,11.0,1006.0,0.0
1029,Trout Fire,47,Siskiyou,"Siskiyou Wildlife Refuge, 5 miles SE of Montague",41.5927,-122.5404,11.0,28.0,22.0,5.0,1019.0,0.0
1030,Honey Fire,45,Shasta,"Honey Bee Road, West of Redding",40.7637,-122.0405,8.0,31.0,27.0,2.0,1015.0,0.0
1031,Refuse Fire,23,Mendocino,off Refuse Road near Covelo,39.4402,-123.3915,3.0,17.0,10.0,6.0,1022.0,0.0
1032,Ranger Fire,20,Madera,Off Range Circle Dr in Yosemite Lake,37.218,-119.7627,9.0,31.0,26.0,3.0,1020.0,0.0
1033,July Complex,47,Siskiyou,Whites Fire approximately 4 miles East of Sawyer Bar<p> Log Fire approximately 6 miles West of Greenview<p>Leef Fire approximately 7 miles Southwest of Callahan. ,41.5927,-122.5404,14.0,33.0,28.0,3.0,1014.0,0.0
1034,Beaver Fire,47,Siskiyou,"north of Highway 96, off of Beaver Creek Road",41.5927,-122.5404,14.0,32.0,27.0,4.0,1019.0,0.7
1035,Pulgas Fire,37,San Diego,"Off Interstate 5 at Las Pulgas Rd, north of Oceanside",33.0341,-116.7353,19.0,36.0,31.0,9.0,1017.0,0.0
1036,French Fire,20,Madera,"Rock Creek Drainage, south of Mammoth Pool Reservoir",37.218,-119.7627,13.0,33.0,27.0,2.0,1016.0,0.0
1037,Lodge Lightning Complex,23,Mendocino,Wilderness Lodge and Eel River Canyon area,39.4402,-123.3915,14.0,33.0,28.0,4.0,1015.0,0.5
1038,Stoney Fire,27,Monterey,"Nacimiento Fergusson Road & Stoney Valley, Fort Hunter Liggett",36.2172,-121.2392,11.0,32.0,26.0,8.0,1014.0,0.0
