,Total_Acres_Burned,Archive_Year,County_Name,County_ID,Fire_Started_Date,Fire_Extinguished_Date,Injuries,Latitude,Longitude,Major_Incident,Location,Fire_Name,Percent_Contained,State,CAUSE,Cause_Description,Structure_Impacted,Maximum_Temp,Minimum_Temp,Average_Temp,Wind_Speed,Air_Pressure,Precipitation
388,15,2016,Ventura,56,7/11/2016,7/12/2016,0,33.11645,-116.58542,FALSE,"off Volcan Mountain, north of Julian",Shelter Fire,100,CA,14,Unidentified,0,35,12,28,18,1009,0
389,10,2016,Tulare,54,10/20/2016,12/19/2016,0,36.217,-118.551,FALSE,Jacobson Drainage in the Golden Trout Wilderness,Jacobson Fire,100,CA,14,Unidentified,0,27,13,21,5,1021,0
390,0,2016,Alpine,2,8/18/2016,8/30/2016,0,38.57554,-120.00606,FALSE,Mokelumne Wilderness,Mokelumne Fire,100,CA,14,Unidentified,0,18,11,16,4,1012,0
391,0,2016,Los Angeles,19,4/19/2016,4/19/2016,0,34.6888731,-118.7892593,FALSE,off northbound Interstate 5 at Gorman Creek,Gorman Fire,100,CA,14,Unidentified,0,22,7,17,8,1015,0
392,281893,2017,Santa Barbara,"42,56",12/4/2017,3/14/2019,0,34.41521,-119.09124,TRUE,"Hwy 150 and Hwy 126, north of Santa Paula ",Thomas Fire,100,CA,14,Unidentified,1343,17,10,14,11,1017,0
393,83733,2017,Lassen,18,7/11/2017,1/9/2018,0,40.07045,-120.14013,FALSE,"off Hwy 395 and Cowboy Joe Rd, 3 miles north of Doyle",Long Valley Fire,100,CA,14,Unidentified,0,27,9,22,6,1012,0
394,81826,2017,Mariposa,22,7/16/2017,1/9/2018,0,37.61757,-120.21321,TRUE,"Detwiler Rd and Hunters Valley Rd, 2 miles east of Lake McClure",Detwiler Fire,100,CA,14,Unidentified,152,37,22,32,6,1015,0
395,78698,2017,Siskiyou,47,8/15/2017,1/9/2018,0,41.841,-123.474,FALSE,"5 miles W of Happy Camp, CA",Eclipse Complex,100,CA,14,Unidentified,0,27,8,22,3,1012,0
396,56556,2017,Napa,"28,49",10/8/2017,2/9/2018,0,38.4041,-122.5209,TRUE,"Hwy 12, north of Glen Ellen",Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),100,CA,14,Unidentified,1527,26,15,22,4,1010,0
397,51624,2017,Napa,"28,48",10/8/2017,2/9/2018,0,38.39206,-122.24367,TRUE,"Off of Altas Peak Rd, south of Lake Berryessa",Atlas Fire (Southern LNU Complex),100,CA,14,Unidentified,903,27,14,22,5,1010,0
398,48889,2017,Kings,16,7/9/2017,1/9/2018,0,35.93273,-120.20014,TRUE,"Tar Canyon Road, near Avenal",Garza Fire,100,CA,14,Unidentified,1,41,23,36,6,1013,0
399,39715,2017,Siskiyou,47,8/14/2017,1/9/2018,0,42.039,-123.218,FALSE,"17 miles east of Cave Junction, Oregon",Miller Complex,100,CA,14,Unidentified,0,25,11,20,5,1014,0
400,36807,2017,Napa,"28,49",10/8/2017,2/9/2018,0,38.60895,-122.62879,TRUE,"off of Hwy 128 and Bennett Ln, Calistoga",Tubbs Fire (Central LNU Complex),100,CA,14,Unidentified,5953,28,12,21,6,1010,0
401,36556,2017,Tulare,54,8/29/2017,1/9/2018,5,36.15356,-118.74103,TRUE,"Highway 190, east of Springville",Pier Fire,100,CA,14,Unidentified,542,43,27,37,7,1012,0
402,36523,2017,Mendocino,23,10/8/2017,2/9/2018,1,39.24873,-123.16635,TRUE,"North of Hwy 20, west of Mendocino National Forest, south of Black Bart",Redwood Valley Fire (Mendocino Lake Complex),100,CA,14,Unidentified,590,28,7,20,9,1012,0
403,28687,2017,San Luis Obispo,40,7/6/2017,1/9/2018,0,35.0179,-120.3223,TRUE,Off Highway 166 near Twitchell Reservoir,Alamo Fire,100,CA,14,Unidentified,1,33,19,28,8,1016,0
404,21846,2017,Trinity,53,8/30/2017,1/9/2018,0,40.76025,-123.10003,FALSE,"Hwy 299 near town of Helena, Junction City",Helena - Fork Fire,100,CA,14,Unidentified,0,31,14,24,2,1014,0
405,18900,2017,Tulare,54,9/27/2017,1/9/2018,0,36.27138,-118.48555,FALSE,Golden Trout Wilderness near Lion Meadow.,Lion Fire,100,CA,14,Unidentified,0,22,15,20,12,1015,0
406,18618,2017,Lassen,18,8/30/2017,1/9/2018,0,40.69573,-119.93499,FALSE,23 miles east-southeast of Madeline,R-4 Fire,100,CA,14,Unidentified,0,30,14,25,6,1013,0
407,18430,2017,Santa Barbara,42,7/8/2017,1/9/2018,0,34.55096,-119.9494,FALSE,"Lake Cachuma area, south of Hwy 154",Whittier Fire,100,CA,14,Unidentified,0,39,21,35,4,1011,0
408,17357,2017,Sonoma,49,10/9/2017,2/9/2018,0,38.76549,-122.90939,TRUE,"off of Pocket Ranch Rd and Ridge Ranch Rd, Geyserville ",Pocket Fire (Central LNU Complex),100,CA,14,Unidentified,8,27,9,19,12,1011,0
409,12407,2017,Madera,20,8/29/2017,1/9/2018,0,37.44663,-119.64622,FALSE,"Highway 41, south of Fish Camp",Railroad Fire,100,CA,14,Unidentified,0,37,19,30,9,1014,0.1
410,10343,2017,Fresno,10,5/18/2017,1/9/2018,0,36.12089,-120.37116,TRUE,"off of Hwy 198 & Fire Stone, south of Coalinga",Elm Fire,100,CA,14,Unidentified,0,24,11,20,9,1015,0
411,9989,2017,Yuba,58,10/8/2017,2/9/2018,0,39.32198,-121.4021,TRUE,"Cascade Way and Marysville Rd, north of Collins Lake ",Cascade Fire (Wind Complex),100,CA,14,Unidentified,274,28,14,23,7,1011,0
412,9217,2017,Orange,30,10/9/2017,4/5/2018,4,33.87041,-117.70975,TRUE,"Off of East Santa Ana Canyon Rd, west of Gypsum Canyon",Canyon 2 Fire,100,CA,14,Unidentified,80,33,22,29,4,1010,0
413,8925,2017,Mono,26,8/29/2017,1/9/2018,0,38.655,-119.55425,FALSE,"West of Hwy 395, north of Hwy 89, south of Topaz",Slinkard Fire,100,CA,14,Unidentified,0,27,10,23,5,1015,1
414,8417,2017,Butte,4,10/8/2017,2/9/2018,0,39.62496,-121.52966,TRUE,"off Cherokee Road and Zonalea Lane, Oroville ",Cherokee Fire,100,CA,14,Unidentified,7,25,12,20,8,1011,0
415,7697,2017,Modoc,25,8/3/2017,1/9/2018,0,41.466,-120.321,FALSE,southwest of Cedarville,Parker 2 Fire,100,CA,14,Unidentified,0,34,17,30,10,1016,0
416,7194,2017,Los Angeles,19,9/1/2017,1/9/2018,0,34.22957,-118.2674,FALSE,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",La Tuna Fire ,100,CA,14,Unidentified,0,42,26,37,2,1010,0.7
417,7000,2017,Mariposa,22,8/14/2017,1/9/2018,0,37.538,-119.598,FALSE,"off Wawona Rd, east of Wawona",South Fork Fire,100,CA,14,Unidentified,0,20,11,17,4,1012,0
418,6309,2017,Riverside,33,6/26/2017,1/9/2018,0,33.530045,-116.594422,FALSE,"Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont",Manzanita Fire,100,CA,14,Unidentified,0,37,25,33,15,1011,0
419,6151,2017,Butte,4,10/9/2017,2/9/2018,0,39.39455,-121.40613,TRUE,"La Porte Rd and Oro Bangor Hwy, Bangor",LaPorte Fire (Wind Complex),100,CA,14,Unidentified,76,30,14,23,19,1016,0
420,6049,2017,Los Angeles,19,12/5/2017,1/18/2018,0,34.45283,-118.58188,TRUE,"along Rye Canyon Loop, west Valencia",Rye Fire,100,CA,14,Unidentified,9,15,7,11,36,1021,0
421,6042,2017,Lassen,18,8/29/2017,1/9/2018,0,40.43962,-120.22215,FALSE,"Little Mud Flat, 18 miles northeast of Susanville ",Mud Fire,100,CA,14,Unidentified,0,32,16,26,5,1014,0
422,6033,2017,Butte,4,7/7/2017,1/9/2018,0,39.45352,-121.41222,TRUE,"Chinese Wall Rd, north of Bangor",Wall Fire,100,CA,14,Unidentified,101,39,20,33,7,1017,0
423,5738,2017,Fresno,10,4/20/2017,1/9/2018,0,36.07228,-120.26561,TRUE,Off of Hwy 33 and Lost Hills south of Coalinga,Jayne Fire,100,CA,14,Unidentified,0,21,11,17,13,1024,0
424,5247,2017,Stanislaus,50,7/31/2017,1/9/2018,0,38.329,-119.782,FALSE,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,Summit Complex,100,CA,14,Unidentified,0,33,17,28,10,1019,0
425,4736,2017,Trinity,53,8/7/2017,1/9/2018,0,40.17598,-123.36882,FALSE,"Dutchman Rd, east of Zenia",Ruth Complex,100,CA,14,Unidentified,0,32,12,25,3,1014,0
426,4310,2017,Plumas,32,7/29/2017,1/9/2018,0,39.9034,-120.9761,FALSE,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",Minerva Fire,100,CA,14,Unidentified,0,32,16,27,6,1014,0
427,4100,2017,San Diego,37,12/7/2017,1/9/2018,0,33.3237,-117.163,TRUE,"Old Hwy 395 at Dulin Road, Bonsall",Lilac Fire,100,CA,14,Unidentified,221,23,12,19,14,1024,0
428,4016,2017,Butte,4,8/29/2017,8/30/2018,2,39.57701,-121.30209,FALSE,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",Ponderosa Fire,100,CA,14,Unidentified,54,38,24,33,9,1012,0
429,3874,2017,Riverside,33,9/2/2017,1/9/2018,0,33.97471,-117.09984,TRUE,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",Palmer Fire,100,CA,14,Unidentified,0,36,25,33,8,1008,0
430,3142,2017,Siskiyou,47,8/7/2017,1/9/2018,0,41.853,-123.676,FALSE,"Siskiyou Wilderness, Six Rivers NF",Young Fire,100,CA,14,Unidentified,0,24,17,21,5,1016,0
431,2940,2017,Kern,15,7/7/2017,1/9/2018,0,35.77896,-118.89627,FALSE,"Hwy 155, north of Bakersfield",Hawk Fire,100,CA,14,Unidentified,0,43,22,37,3,1016,0
432,2575,2017,Plumas,32,9/5/2017,1/9/2018,0,39.75312,-120.75485,FALSE,McRae Meadows,Eureka Fire,100,CA,14,Unidentified,0,34,14,26,4,1013,0
433,2312,2017,Kings,16,8/24/2017,1/9/2018,0,36.05187,-120.05404,FALSE,"off I-5 & Quebec Ave, north of Avenal",I-5 Fire,100,CA,14,Unidentified,0,37,19,31,7,1013,0
434,2269,2017,Yolo,57,7/6/2017,1/9/2018,4,38.49521,-122.0251,TRUE,"Hwy 128 and Pleasant View Rd, south west of Winters",Winters Fire,100,CA,14,Unidentified,0,40,17,34,10,1018,0
435,2207,2017,Lake,17,10/8/2017,2/9/2018,0,39.01387,-122.64543,TRUE,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",Sulphur Fire (Mendocino Lake Complex),100,CA,14,Unidentified,170,26,13,21,9,1011,0
436,2056,2017,San Diego,37,5/20/2017,1/9/2018,0,32.65597,-116.80527,TRUE,"off of Hwy 94 and Otay Truck Trail, northwest of Dulzura",Gate Fire,100,CA,14,Unidentified,0,30,17,26,5,1012,0
437,1816,2017,Monterey,"27,40",7/8/2017,1/9/2018,0,35.86949,-120.57894,FALSE,"Vineyard Canyon Rd, west of Parkfield",Parkfield Fire,100,CA,14,Unidentified,0,39,25,36,8,1012,0
438,1800,2017,Merced,24,5/12/2017,1/9/2018,0,36.96655,-120.89261,FALSE,"Hwy 152 and Arburura Road, southwest of Los Banos",Wright Fire,100,CA,14,Unidentified,0,22,11,18,12,1020,0
439,1660,2017,Sonoma,49,10/9/2017,1/9/2018,0,38.14242,-122.47301,FALSE,Hwy 37 & Lakeville Highway,37 Fire,100,CA,14,Unidentified,0,25,16,21,21,1009,0
440,1626,2017,Kern,15,7/6/2017,1/9/2018,0,35.59904,-119.08312,FALSE,off Hwy 65 and Famoso Road east of Famoso,Quail Fire,100,CA,14,Unidentified,0,42,22,36,3,1017,0
441,1598,2017,San Luis Obispo,40,6/26/2017,1/9/2018,0,35.4025,-120.4992,TRUE,"Park Hill Road and La Entrada, east of Santa Margarita",Hill Fire,100,CA,14,Unidentified,4,31,14,25,2,1016,0
442,1538,2017,Fresno,10,7/2/2017,1/9/2018,0,36.269125,-120.620791,TRUE,"off Los Gatos Creek Rd, west of Coalinga",Derrick Fire,100,CA,14,Unidentified,0,31,17,27,8,1012,0
443,1503,2017,San Bernardino,36,6/19/2017,1/9/2018,0,34.2976,-116.826,FALSE,"off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake",Holcomb Fire,100,CA,14,Unidentified,0,39,24,35,8,1007,0
444,1431,2017,Madera,20,6/10/2017,1/9/2018,0,37.0825,-119.8011,TRUE,"Oakwood Road and Road 406, northeast of Madera",Oakwood Fire,100,CA,14,Unidentified,0,21,10,18,4,1012,0
445,1350,2017,Kern,15,7/30/2017,1/9/2018,0,35.543,-118.654,FALSE,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",Garden Fire,100,CA,14,Unidentified,0,34,19,30,5,1016,0
446,1350,2017,Riverside,33,4/30/2017,1/9/2018,0,34.00566,-117.30693,FALSE,"off Opera Loop & East Palmyrita Avenue, in Highgrove ",Opera Fire,100,CA,14,Unidentified,0,30,11,25,1,1018,0
447,1319,2017,Kern,15,9/1/2017,1/9/2018,0,35.76,-118.406,FALSE,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",Caldwell Fire,100,CA,14,Unidentified,0,30,20,27,12,1013,2.2
448,1286,2017,Sacramento,34,7/26/2017,1/9/2018,0,38.5181,-121.104,FALSE,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",Latrobe Fire,100,CA,14,Unidentified,0,39,21,32,5,1016,0
449,1200,2017,Kern,15,6/30/2017,1/9/2018,0,35.38298,-118.80123,FALSE,"Breckenridge Road, 3 miles east of Bakersfield",Tarina Fire ,100,CA,14,Unidentified,0,36,17,30,4,1013,0
450,1088,2017,San Diego,37,10/17/2017,1/9/2018,0,33.402411,-117.402445,FALSE,"Range 600, Case Springs Road, Camp Pendleton",Buffalo Fire,100,CA,14,Unidentified,0,30,20,26,2,1016,0
451,1083,2017,Kern,15,7/18/2017,1/9/2018,0,34.94373,-119.44751,FALSE,"Hudson Ranch Rd. and Hwy 166, south of Maricopa",Hudson Fire,100,CA,14,Unidentified,0,35,23,31,5,1012,0
452,1044,2017,Riverside,33,8/13/2017,1/9/2018,0,33.98212,-117.30819,TRUE,Blaine Rd and Terrace Dr,Blaine Fire,100,CA,14,Unidentified,0,34,23,31,6,1012,0
453,1035,2017,Madera,20,9/3/2017,1/9/2018,0,37.21616,-119.48067,TRUE,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",Mission Fire,100,CA,14,Unidentified,4,37,26,32,8,1015,0
454,1020,2017,Plumas,32,8/6/2017,1/9/2018,0,39.75371,-120.1397,FALSE,"Chilcoot Ave, Chilcoot",Chilcoot Fire,100,CA,14,Unidentified,0,28,8,22,3,1015,0
455,995,2017,Shasta,45,9/12/2017,1/9/2018,3,40.98352,-121.81623,TRUE,"off of Baker Rd, east of Big Bend",Berry Fire,100,CA,14,Unidentified,0,32,16,26,4,1014,0.9
456,976,2017,Fresno,10,4/28/2017,1/9/2018,0,36.530836,-120.206592,FALSE," El Dorado Ave & Kamm Ave, northeast of Coalinga",El Dorado Fire,100,CA,14,Unidentified,0,24,12,20,16,1015,0
457,866,2017,Riverside,33,10/26/2017,1/9/2018,0,33.60247,-117.34192,FALSE,"S Main Divide Rd and Wildomar OHV Park, west of Wildomar City",Wildomar Fire,100,CA,14,Unidentified,0,31,20,27,3,1011,0
458,859,2017,Lassen,18,8/6/2017,1/9/2018,0,39.888,-120.066,FALSE,"Scott Rd, 9 miles south of Doyle",Poslin Fire,100,CA,14,Unidentified,0,28,8,22,3,1015,0
459,821,2017,Nevada,29,10/9/2017,2/9/2018,0,39.24549,-121.12792,TRUE,"near Lone Lobo Trail, Rough and Ready",Lobo Fire (Wind Complex),100,CA,14,Unidentified,50,25,12,19,27,1017,0
460,775,2017,San Luis Obispo,40,8/11/2017,1/9/2018,0,35.7908,-120.77485,FALSE,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,Yankee Fire,100,CA,14,Unidentified,0,32,20,28,5,1014,0
461,760,2017,Los Angeles,19,6/25/2017,1/9/2018,0,34.37443,-118.49343,FALSE,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",Placerita Fire,100,CA,14,Unidentified,0,39,22,34,2,1012,0
462,747,2017,Sierra,46,7/10/2017,1/9/2018,0,39.439722,-120.027222,FALSE,"Hwy 80 and State Boundary, 12 miles northeast of Truckee ",Farad Fire,100,CA,14,Unidentified,0,20,15,19,9,1014,0
463,690,2017,Tuolumne,55,7/29/2017,1/9/2018,0,37.905545,-120.408135,TRUE,"Jacksonville Road, south of Jamestown",Jacksonville Fire,100,CA,14,Unidentified,0,36,19,30,6,1014,0
464,680,2017,Mariposa,22,9/3/2017,1/9/2018,0,37.37397,-119.83556,TRUE,"Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa",Peak Fire,100,CA,14,Unidentified,2,37,20,30,8,1015,0
465,670,2017,San Bernardino,36,6/27/2017,1/9/2018,0,34.14575,-117.17813,FALSE,"Highland Ave and City Creek Road, Highland",Mart Fire,100,CA,14,Unidentified,0,36,21,32,8,1011,0
466,630,2017,Mariposa,22,6/28/2017,1/9/2018,0,37.3762,-119.9646,TRUE,off Ben Hur Road and Silver Bar Road,Ben Fire,100,CA,14,Unidentified,0,31,9,25,5,1013,0
467,562,2017,Modoc,25,6/28/2017,1/9/2018,0,41.85763,-121.29581,FALSE,"Hwy 139 south of Newell, east of Tule Lake",Battle Fire,100,CA,14,Unidentified,0,25,7,20,5,1014,0
468,545,2017,Riverside,33,8/14/2017,1/9/2018,0,33.95036,-116.88066,TRUE,Misa Canyon Road and Bluff Street,Mias Fire,100,CA,14,Unidentified,0,26,15,23,4,1011,0
469,530,2017,Lassen,18,8/6/2017,1/9/2018,0,41.11989,-120.74968,FALSE,"Ash Valley, 6 miles west of Madeline",W-2 Fire,100,CA,14,Unidentified,0,28,13,23,5,1014,0
470,506,2017,Kern,15,5/20/2017,1/9/2018,0,35.4605,-118.85896,FALSE,"Round Mountain Road and Amaya Court, north of Lake Ming",Ming Fire,100,CA,14,Unidentified,0,33,15,27,7,1014,0
471,486,2017,San Diego,37,5/19/2017,1/9/2018,0,33.3906,-117.32348,FALSE,"Camp Pendleton, north of India Training Area",Deluz Fire,100,CA,14,Unidentified,0,27,15,23,4,1014,0
472,469,2017,Siskiyou,47,7/5/2017,1/9/2018,0,41.3975,-122.8428,TRUE,"Highway 3 & Fay Lane, south of Etna",Fay Fire,100,CA,14,Unidentified,0,31,14,26,11,1016,0
473,450,2017,Fresno,10,6/11/2017,1/9/2018,0,36.616986,-120.369347,FALSE,"off South Monterey Ave. & W South Ave., near Tranquillity ",Monterey Fire,100,CA,14,Unidentified,0,23,11,19,16,1013,0
474,444,2017,Santa Barbara,42,9/29/2017,1/9/2018,0,34.67403,-120.4393,FALSE,"Rucker Rd and Purisima Rd, 2 miles north east of Lompoc",Rucker Fire,100,CA,14,Unidentified,0,26,17,22,12,1013,0
475,429,2017,Madera,20,9/18/2017,1/9/2018,0,37.14624,-120.015509,FALSE,"Road 29 & Road 26, southwest of Raymond",Eastman Fire,100,CA,14,Unidentified,0,30,15,25,12,1014,0
476,422,2017,Los Angeles,19,12/6/2017,1/23/2018,0,34.09454,-118.48178,TRUE,N Sepulveda Blvd at I-405,Skirball Fire,100,CA,14,Unidentified,0,26,15,20,10,1023,0
477,416,2017,Tulare,54,7/20/2017,1/9/2018,0,36.22265,-119.06598,FALSE,"off Strathmore Rd, community of Lindsay",Elephant Fire,100,CA,14,Unidentified,0,33,20,29,2,1015,0
478,410,2017,Modoc,25,7/13/2017,1/9/2018,0,41.72163,-121.30451,FALSE,"off Hwy 139, 7 miles North of Tionesta",Dode Fire,100,CA,14,Unidentified,0,30,9,25,2,1017,0
479,400,2017,San Diego,37,7/11/2017,1/9/2018,0,32.84796,-116.85396,TRUE,"I-8 and Old Hwy 80, Community of Lakeside",Jennings Fire,100,CA,14,Unidentified,0,31,20,28,3,1012,0
480,400,2017,Fresno,10,5/10/2017,1/9/2018,0,36.45491,-120.2445,FALSE,"off Sonoma Ave & Cerini Ave, west of Helm ",Sonoma Fire,100,CA,14,Unidentified,0,31,15,25,6,1013,0
481,392,2017,Nevada,29,8/30/2017,1/9/2018,1,39.34292,-121.12004,TRUE,"Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  ",Pleasant Fire,100,CA,14,Unidentified,1,34,20,29,7,1013,0
482,391,2017,Santa Cruz,44,10/16/2017,1/9/2018,1,37.18356,-122.07012,TRUE,"Bear Canyon Road and Deer Creek Road in Boulder Creek, CA",Bear Fire,100,CA,14,Unidentified,6,28,18,24,7,1020,0
483,370,2017,Mono,26,11/13/2017,1/9/2018,0,38.46111,-119.48284,FALSE,"Hwy 395, north of Hwy 108, Walker Watershed, south of Walker",Chris Fire,100,CA,14,Unidentified,0,9,0,5,14,1021,0
484,340,2017,San Luis Obispo,40,7/9/2017,1/9/2018,0,35.42433,-120.47322,TRUE,"Huer Huero Road, east of Santa Margarita",Stone Fire,100,CA,14,Unidentified,0,34,21,30,6,1012,0
485,339,2017,Tulare,54,6/7/2017,1/9/2018,4,36.45809,-118.87676,TRUE,"off of Dinely Drive in Three Rivers, northeast of Lake Kaweah",Dinely Fire,100,CA,14,Unidentified,0,33,16,28,4,1012,0
486,338,2017,Kern,15,8/10/2017,1/9/2018,0,34.92907,-118.9267,TRUE,"I-5 Freeway and Grapevine Rd, north of the Grapevine",Rose Fire,100,CA,14,Unidentified,0,30,17,26,6,1012,0
487,325,2017,San Bernardino,36,8/3/2017,1/9/2018,0,34.08492,-117.03826,TRUE,"Bryant Street at Hwy 38, City of Yucaipa",Bryant Fire,100,CA,14,Unidentified,0,32,23,28,1,1014,0
488,319,2017,Del Norte,8,7/19/2017,1/9/2018,0,41.478,-123.506,FALSE,"Orleans Rd, Six River National Forest",Marble Fire,100,CA,14,Unidentified,0,29,-2,21,4,1019,0
489,300,2017,Riverside,33,12/7/2017,1/9/2018,0,33.59257,-117.14979,FALSE,"Los Alamos Rd & Liberty Rd, city of Murrieta",Liberty Fire,100,CA,14,Unidentified,0,21,11,16,16,1025,0
490,288,2017,Kern,15,5/15/2017,1/9/2018,0,35.41283,-118.84466,FALSE,"Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming",Bravo Fire,100,CA,14,Unidentified,0,20,6,15,2,1011,0
491,260,2017,San Bernardino,36,12/5/2017,1/9/2018,0,34.16564,-117.33334,FALSE,"University Pkwy. and Varsity Ave., San Bernardino City",Little Mountain Fire,100,CA,14,Unidentified,0,16,6,11,23,1021,0
492,255,2017,San Diego,37,7/22/2017,4/12/2018,0,33.34659,-116.66107,FALSE,"off of Hwy 79, 4 miles north of Warner Springs",Lost Fire,100,CA,14,Unidentified,0,37,18,32,10,1010,0
493,245,2017,San Luis Obispo,40,9/20/2017,1/9/2018,0,35.12269,-120.39387,TRUE,"Huasna Townsite Rd & Huasna Rd, Huasna",Huasna Fire,100,CA,14,Unidentified,0,26,16,22,8,1014,0
494,236,2017,El Dorado,9,7/30/2017,1/9/2018,0,38.538332,-121.039267,FALSE,"South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta",Largo Fire,100,CA,14,Unidentified,0,37,20,31,4,1018,0
495,231,2017,Contra Costa,7,7/8/2017,1/9/2018,0,37.87808,-121.78677,FALSE,"Deer Valley Road & Marsh Creek Road, west of Brentwood",Deer Complex,100,CA,14,Unidentified,0,39,18,31,9,1013,0
496,225,2017,San Luis Obispo,40,5/18/2017,1/9/2018,0,35.34541,-120.76464,FALSE,"off of Hwy 1 & Range Rd, northeast of San Luis Obispo ",Camp Fire,100,CA,14,Unidentified,0,21,10,19,12,1015,0
497,225,2017,San Luis Obispo,40,5/15/2017,1/9/2018,0,35.21177,-119.87525,FALSE,off of Soda Lake,Arrow Fire,100,CA,14,Unidentified,0,18,9,15,5,1012,0
498,206,2017,Kern,15,6/10/2017,1/9/2018,0,35.59804,-118.47939,FALSE,5 miles south of Lake Isabella,Bodfish Fire,100,CA,14,Unidentified,0,19,-1,11,13,1010,0
499,205,2017,Riverside,33,7/4/2017,1/9/2018,0,33.85323,-117.48195,FALSE,"Off Tin Mine Rd & La Sierra Ave, near Lake Mathews",Eagle Fire,100,CA,14,Unidentified,0,34,21,31,4,1015,0
500,200,2017,Lake,17,9/12/2017,1/9/2018,0,39.44543,-122.85194,FALSE,"Skeleton Glade, 5 miles east of Lake Pillsbury ",Skeleton Fire,100,CA,14,Unidentified,0,33,15,26,4,1013,1
501,200,2017,San Diego,37,8/21/2017,1/9/2018,0,32.65003,-116.42907,TRUE,"Royal Willie Road and La Posta Road, Community of Campo",Eclipse Fire,100,CA,14,Unidentified,0,30,18,25,5,1012,0
502,190,2017,Santa Barbara,42,5/20/2017,1/9/2018,0,34.9465,-119.8036,FALSE,"Wasioja Road and Hwy 166, east of New Cuyama ",Wasioja Fire,100,CA,14,Unidentified,0,30,16,26,1,1014,0
503,186,2017,Plumas,32,8/20/2017,1/9/2018,0,39.9864,-120.89746,FALSE,"Tollgate Creek and Oakland Camp Road, north of Quincy",Toll Fire,100,CA,14,Unidentified,0,33,15,25,5,1013,0
504,186,2017,Fresno,10,6/11/2017,1/9/2018,0,36.704679,-120.405077,FALSE,"Jensen Ave at Ohio Ave, Mendota",Wild Fire,100,CA,14,Unidentified,0,23,11,19,16,1013,0
505,183,2017,Kern,15,10/12/2017,1/9/2018,0,35.19008,-118.76152,FALSE,"off Hwy 223, east of Arvin ",Quarry Fire,100,CA,14,Unidentified,0,21,3,14,5,1014,0
506,180,2017,Shasta,45,7/18/2017,1/9/2018,0,40.47106,-122.43608,TRUE,"off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding",Laverne Fire,100,CA,14,Unidentified,5,31,20,28,4,1013,0
507,170,2017,San Bernardino,36,7/23/2017,1/9/2018,0,34.41204,-117.03031,TRUE,"off High Rd & Santa Rosa Rd, Lucerne Valley",High Fire,100,CA,14,Unidentified,0,34,24,31,6,1010,0
508,168,2017,Sierra,46,6/19/2017,1/9/2018,0,39.71101,-120.02325,FALSE,"Off Highway 395 & Scott Rd, east of Loyalton",Evans Fire,100,CA,14,Unidentified,0,32,13,26,3,1013,0
509,157,2017,Lassen,18,8/26/2017,1/9/2018,0,40.80968,-120.48641,FALSE,"off Termo Grasshopper Rd., northwest of Ravendale",Peg Fire,100,CA,14,Unidentified,0,31,12,25,2,1016,0
510,157,2017,Madera,20,6/7/2017,1/9/2018,0,37.12759,-120.0193,FALSE,"off of Road 29, north of Ave 26, east of Chowchilla",26 Fire,100,CA,14,Unidentified,0,35,17,29,19,1013,0
511,155,2017,Alameda,1,9/19/2017,4/5/2018,0,37.63358,-121.49925,FALSE,"Off Corral Hollow Road, South of Tracy",Corral Fire,100,CA,14,Unidentified,0,25,13,21,8,1016,0
512,150,2017,San Luis Obispo,40,6/14/2017,1/9/2018,0,35.6871,-120.3187,FALSE,"off of Lucy Brown Rd, south of Hwy 41",Lucy Fire,100,CA,14,Unidentified,0,30,15,26,8,1014,0
513,150,2017,Madera,20,5/17/2017,1/9/2018,0,36.90967,-119.79315,FALSE,"off of Hwy 41 and Ave 11, north of Fresno",41 Fire,100,CA,14,Unidentified,0,23,11,19,15,1015,0
514,150,2017,San Bernardino,36,4/30/2017,1/9/2018,0,34.30104,-117.45646,FALSE,"Cleghorn Road, east of I-15, north of the community of Devore",Tower Fire,100,CA,14,Unidentified,0,27,11,23,2,1018,0
